Year,Month,Rainfall,LTA,rainfall_annn0maly,STDIV,SPI,drought_occurrence,drought_severity,Lat,Lon,elev,Station_name
2022,Jan,71.5,108.13,-94.63,78.89,-1.2,1,1,-28.12,19.84,1160.201373,Ariamsvlei
2022,Jan,13.5,108.13,21.87,78.9,0.28,0,0,-27.47,19.61,1160.201373,Snyrivier N (Nimmerrust)
2022,Jan,130,108.13,41.17,78.85,0.52,0,0,-27.21,18.97,1160.201373,Naos (Kharas)
2022,Jan,149.3,108.13,0,78.85,0,0,0,-26.54,18.11,1160.201373,Keetmanshoopt_Manual
2022,Jan,108.13,108.13,-30.53,78.85,-0.39,0,0,-26.53,18.12,1066,Keetmanshoop Airport AWS
2022,Jan,77.6,108.13,-54.13,78.85,-0.69,0,0,-26.8,19.65,963,Aroab ADC
2022,Jan,54,108.13,-49.73,78.92,-0.63,0,0,-26.97,19.8,1160.201373,Louwsvley
2022,Jan,58.4,108.13,-9.13,78.91,-0.12,0,0,-26.5,17.15,1004,Bethanien ADC
2022,Jan,99,108.13,-42.63,78.96,-0.54,0,0,-25.72,16.55,1610,Aruab
2022,Jan,65.5,108.13,-14.63,78.98,-0.19,0,0,-25.88,18.12,972,Tses ADC
2022,Jan,93.5,108.13,18.87,78.97,0.24,0,0,-25.13,17.78,1049,Gibeon ADC
2022,Jan,127,108.13,12.37,78.97,0.16,0,0,-25.38,19.1,1160.201373,Eindpaal
2022,Jan,120.5,108.13,48.37,78.97,0.61,0,0,-24.85,16.98,1347,Maltahohe ADC
2022,Jan,156.5,108.13,-62.63,78.97,-0.79,0,0,-24.62,17.97,1108,Mariental ADC
2022,Jan,45.5,108.13,-0.73,78.94,-0.01,0,0,-24.86,18.81,1132,Gochas ADC
2022,Jan,107.4,108.13,-105.23,78.95,-1.33,1,1,-24.14,19.12,1160,Aranos ADC
2022,Jan,2.9,108.13,-24.13,78.96,-0.31,0,0,-23.87,17.95,1160.201373,Bitterwasser
2022,Jan,84,108.13,140.47,78.91,1.78,0,0,-23.92,18.05,1262,Hoachanas ADC
2022,Jan,248.6,108.13,49.77,78.93,0.63,0,0,-23.68,18.27,1160.201373,Gomnab
2022,Jan,157.9,108.13,96.37,78.76,1.22,0,0,-23.9,18.28,1256,Gomchanas Ost
